"Anno di dimissione;""Codice Istituto"";""Denominazione Istituto"";""Num decessi"";""Num dimissioni a domicilio"";""Num dimissioni verso altra struttura"""
"2022;""18000600"";""OSPEDALE CIVILE FERRARI - CASTROVILLARI"";""127"";""4.052"";""110"""
"2022;""18000800"";""P.O. PRAIA A MARE"";""***"";""247"";""24"""
"2022;""18001001"";""OSPEDALE CORIGLIANO"";""46"";""3.643"";""95"""
"2022;""18001002"";""OSPEDALE ROSSANO"";""172"";""2.199"";""162"""
"2022;""18001100"";""P.O.BEATO ANGELICO"";""30"";""749"";""43"""
"2022;""18001201"";""OSPEDALE  CETRARO"";""67"";""1.235"";""57"""
"2022;""18001202"";""OSPEDALE PAOLA"";""140"";""2.906"";""141"""
"2022;""18001500"";""OSPEDALE CIVILE SGF"";""12"";""256"";""34"""
"2022;""18001600"";""OSPEDALE GUDO CHIDICHIMO TREBISACCE"";""***"";""138"";""***"""
"2022;""18001900"";""CASA DI CURA VILLA DEL SOLE"";""***"";""1.381"";""17"""
"2022;""18002500"";""CASA DI CURA TRICARICO ROSANO SRL"";""77"";""4.156"";""77"""
"2022;""18002700"";""CASA DI CURA CASCINI SRL"";""6"";""2.334"";""***"""
"2022;""18002900"";""CASA DI CURA SCARNATI"";""***"";""1.043"";""9"""
"2022;""18003200"";""OSPEDALE CIVILE SAN GIOVANNI DI DIO"";""579"";""11.297"";""700"""
"2022;""18003300"";""PO LAMEZIA TERME"";""380"";""8.522"";""429"""
"2022;""18003400"";""P.O. JAZZOLINO"";""240"";""5.546"";""349"""
"2022;""18003500"";""P.O. TROPEA"";""46"";""984"";""38"""
"2022;""18004000"";""OSPEDALE DI SOVERIA MANNELLI"";""11"";""258"";""72"""
"2022;""18004300"";""CASA DI CURA VILLA DEL SOLE"";""***"";""2.501"";""19"""
"2022;""18004500"";""CASA DI CURA S.RITA DOTT. CAPARRA"";""36"";""300"";""41"""
"2022;""18004700"";""VILLA DEI GERANI"";""13"";""825"";""22"""
"2022;""18005000"";""CASA DI CURA VILLA SERENA"";""***"";""1.662"";""17"""
"2022;""18005100"";""CASA DI CURA VILLA MICHELINO SRL"";""***"";""958"";""***"""
"2022;""18005300"";""CASA DI CURA SANT`ANNA HOSPITAL"";""***"";""649"";""9"""
"2022;""18005500"";""OSPEDALE BASSO IONIO"";""61"";""1.986"";""192"""
"2022;""18005700"";""P.O. SERRA SAN BRUNO"";""62"";""510"";""70"""
"2022;""18005900"";""OSPEDALE CIVILE LOCRI"";""263"";""6.410"";""255"""
"2022;""18006100"";""P.O. 'S. MARIA DEGLI UNGHERESI'"";""171"";""5.362"";""311"""
"2022;""18006200"";""OSPEDALE 'TIBERIO EVOLI' - MELITO P.S."";""17"";""1.090"";""54"""
"2022;""18006800"";""P.O. 'GIOVANNI XXIII'"";""30"";""257"";""87"""
"2022;""18007100"";""ISTITUTO ORTOPEDICO MEZZOGIORNO D`ITALIA"";""***"";""2.462"";""30"""
"2022;""18007300"";""CASA DI CURA 'VILLA AURORA'"";""16"";""1.159"";""21"""
"2022;""18007400"";""POLICLINICO 'MADONNA DELLA CONSOLAZIONE'"";""61"";""3.484"";""35"""
"2022;""18007500"";""CASA DI CURA 'VILLA CAMINITI'"";""***"";""1.667"";""19"""
"2022;""18007600"";""CASA DI CURA 'VILLA S.ANNA'"";""***"";""557"";""***"""
"2022;""18007700"";""CASA DI CURA 'VILLA ELISA' S.P.A."";""16"";""451"";""85"""
"2022;""18008100"";""CASA DI CURA M.MISASI GR.S.BARTOLO"";""60"";""324"";""105"""
"2022;""18008400"";""MEDICAL HOTEL CLIMAT. SPES PIETR.'ARENA'"";""***"";""228"";""61"""
"2022;""18008500"";""ROMOLO HOSPITAL ( EX VILLA EVA )"";""***"";""2.605"";""9"""
"2022;""18008600"";""CASA DI CURA SAN FRANCESCO"";""***"";""512"";""51"""
"2022;""18010100"";""CALABRODENTAL   SRL"";""***"";""1.173"";""***"""
"2022;""18010200"";""SADEL DI SALVATORE BAFFA SPA ( EX OLIVET"";""***"";""212"";""8"""
"2022;""18010300"";""CASA DI CURA MADONNA DELLO SCOGLIO SRL"";""***"";""1.515"";""27"""
"2022;""18010700"";""MARRELLI HOSPITAL"";""***"";""1.118"";""***"""
"2022;""18015000"";""VILLA RACHELE S.R.L."";""***"";""119"";""7"""
"2022;""18091201"";""PRESIDIO OSPEDALIERO ANNUNZIATA"";""987"";""16.283"";""1.279"""
"2022;""18091202"";""MARIANO SANTO"";""***"";""991"";""***"""
"2022;""18091203"";""SANTA BARBARA"";""18"";""78"";""15"""
"2022;""18091301"";""OSPEDALE PUGLIESE"";""978"";""22.412"";""340"""
"2022;""18091302"";""OSPEDALE DE LELLIS"";""55"";""1.833"";""22"""
"2022;""18091400"";""A.O.U. MATER DOMINI CATANZARO"";""265"";""12.025"";""149"""
"2022;""18091501"";""PRESIDIO OSPEDALIERO RIUNITI"";""969"";""15.889"";""443"""
"2022;""18091502"";""PRESIDIO OSPEDALIERO"";""197"";""4.600"";""100"""
"2022;""18091600"";""I.N.R.C.A. COSENZA"";""23"";""290"";""41"""
"2022;""19017900"";""FOND. IST. S. RAFFAELE - GIGLIO"";""229"";""8.265"";""352"""
"2022;""19019900"";""OSP. BUCCHERI LA FERLA FATEBENEFRATELLI"";""209"";""10.387"";""925"""
"2022;""19030100"";""P.O. S. GIOVANNI DI DIO"";""317"";""12.320"";""307"""
"2022;""19030200"";""P.O. BARONE LOMBARDO - CANICATTI'"";""56"";""3.439"";""190"""
"2022;""19030300"";""P.O. S. GIACOMO D'ALTOPASSO LICATA"";""40"";""3.362"";""92"""
"2022;""19030400"";""P.O.  F.LLI PARLAPIANO - RIBERA"";""194"";""306"";""102"""
"2022;""19030500"";""P.O. GIOVANNI PAOLO II"";""208"";""6.502"";""247"""
"2022;""19030600"";""P.O. SANT'ELIA (EX AO)"";""350"";""7.510"";""323"""
"2022;""19030700"";""P.O. M. IMMACOLATA  LONGO"";""56"";""665"";""41"""
"2022;""19030800"";""P.O.MADDALENA RAIMONDI"";""26"";""228"";""30"""
"2022;""19030900"";""P.O. VITTORIO EMANUELE (EX AO)"";""195"";""4.351"";""155"""
"2022;""19031000"";""P.O. SANTO STEFANO"";""20"";""282"";""31"""
"2022;""19031100"";""P.O. SUOR CECILIA BASAROCCO"";""35"";""1.073"";""57"""
"2022;""19031200"";""P.O. S. MARTA E S. VENERA ACIREALE"";""126"";""5.298"";""184"""
"2022;""19031300"";""S.GIOVANNI DI DIO E S.ISIDORO GIARRE"";""43"";""1.240"";""110"""
"2022;""19031400"";""P.O. MARIA SS.ADDOLORATA BIANCAVILLA"";""93"";""2.038"";""174"""
"2022;""19031500"";""P.O. CASTIGLIONE PRESTIANNI BRONTE"";""20"";""1.903"";""124"""
"2022;""19031600"";""P.O. SS. SALVATORE PATERNÒ"";""55"";""1.823"";""89"""
"2022;""19031700"";""P.O. GRAVINA E S. PIETRO CALTAGIRONE"";""219"";""5.312"";""432"""
"2022;""19031800"";""P.O. BASSO RAGUSA MILITELLO"";""52"";""463"";""39"""
"2022;""19031900"";""P. O. 'UMBERTO I'"";""226"";""6.299"";""184"""
"2022;""19032000"";""P. O. 'M. CHIELLO'"";""45"";""1.119"";""136"""
"2022;""19032100"";""P. O. 'FERRO-CAPRA-BRANCIFORTE'"";""21"";""278"";""20"""
"2022;""19032200"";""P. O. 'CARLO BASILOTTA'"";""82"";""1.833"";""57"""
"2022;""19032300"";""P.O. 'NUOVO CUTRONI ZODDA' BARCELLONA"";""37"";""828"";""83"""
"2022;""19032400"";""P.O.  LIPARI"";""14"";""306"";""37"""
"2022;""19032500"";""P.O. 'G. FOGLIANI' MILAZZO"";""163"";""4.271"";""193"""
"2022;""19032600"";""P.O.' S. VINCENZO' TAORMINA"";""159"";""5.899"";""180"""
"2022;""19032700"";""P.O. 'SS. SALVATORE' MISTRETTA"";""75"";""620"";""127"""
"2022;""19032800"";""P.O. 'BARONE-ROMEO' PATTI"";""159"";""4.994"";""301"""
"2022;""19032900"";""STABILIMENTO OSPED. S. AGATA MILITELLO"";""19"";""1.643"";""119"""
"2022;""19033000"";""P.O. DEI BIANCHI CORLEONE"";""17"";""958"";""119"""
"2022;""19033200"";""P.O. CIVICO PARTINICO"";""288"";""1.989"";""235"""
"2022;""19033300"";""P.O. MADONNA DELL'ALTO - PETR. SOTTANA"";""48"";""420"";""48"""
"2022;""19033400"";""P.O. S. CIMINO TERMINI IMERESE"";""41"";""3.033"";""115"""
"2022;""19033500"";""P.O. G. F. INGRASSIA"";""185"";""4.625"";""326"""
"2022;""19033700"";""P.O. VILLA DELLE GINESTRE"";""***"";""77"";""14"""
"2022;""19033800"";""OSPEDALE 'GIOVANNI PAOLO II° M.P. A.'"";""357"";""10.046"";""680"""
"2022;""19033900"";""OSPEDALE REGINA MARGHERITA  COMISO"";""***"";""361"";""42"""
"2022;""19034000"";""OSPEDALE MAGGIORE MODICA"";""244"";""7.802"";""602"""
"2022;""19034100"";""OSPEDALE BUSACCA SCICLI"";""***"";""335"";""96"""
"2022;""19034200"";""OSPEDALE GUZZARDI VITTORIA"";""251"";""6.301"";""595"""
"2022;""19034300"";""P.O. DI MARIA AVOLA"";""161"";""3.433"";""200"""
"2022;""19034400"";""P.O. TRIGONA NOTO"";""72"";""1.100"";""103"""
"2022;""19034500"";""P.O. UMBERTO I (EX A.O.)"";""549"";""10.293"";""718"""
"2022;""19034600"";""P.O. MUSCATELLO AUGUSTA"";""74"";""2.815"";""153"""
"2022;""19034700"";""OSPEDALE GENERALE DI ZONA"";""117"";""3.862"";""266"""
"2022;""19034800"";""P.O. A. RIZZA"";""***"";""171"";""7"""
"2022;""19034900"";""P.O. SAN VITO E SANTO SPIRITO -ALCAMO"";""65"";""1.804"";""170"""
"2022;""19035000"";""P.O. 'B. NAGAR' - PANTELLERIA"";""28"";""245"";""9"""
"2022;""19035100"";""P.O. S. ANTONIO ABATE  - TRAPANI"";""485"";""11.526"";""540"""
"2022;""19035200"";""P.O. V.EMANUELE II CASTELVETRANO"";""171"";""2.620"";""334"""
"2022;""19035300"";""P.O.PAOLO BORSELLINO - MARSALA"";""346"";""3.091"";""330"""
"2022;""19035400"";""P.O.ABELE AJELLO-MAZARA D.VALLO"";""88"";""4.018"";""207"""
"2022;""19035500"";""P.O. VITTORIO EMANUELE III - SALEMI"";""32"";""179"";""50"""
"2022;""19050100"";""CASA DI CURA VILLA DEI GERANI"";""***"";""1.102"";""311"""
"2022;""19050200"";""CASA DI CURA SANT`ANNA SRL."";""***"";""1.481"";""20"""
"2022;""19050300"";""CASA DI SALUTE IGNAZIO ATTARDI S.P.A."";""***"";""1.372"";""8"""
"2022;""19050400"";""SIA CASA DI CURA S. ANNA S.P.A."";""8"";""1.545"";""25"""
"2022;""19050500"";""CASA DI CURA 'REGINA PACIS'"";""***"";""2.169"";""18"""
"2022;""19050600"";""SO.GE.SA.SPA.C.DI.C.S.BARBARA"";""32"";""2.166"";""549"""
"2022;""19050700"";""CASA DI CURA SANTA LUCIA GLEF"";""***"";""1.297"";""6"""
"2022;""19050800"";""CASA DI CURA VILLA MAURITIUS ARC"";""42"";""948"";""251"""
"2022;""19050900"";""IST.ORT. VILLA SALUS I. GALATIOTO SRL"";""65"";""2.749"";""517"""
"2022;""19051100"";""CENTRO CLIN.MORGAGNI SRL C/O DI STEF VEL"";""***"";""296"";""***"""
"2022;""19051200"";""CASA DI CURA MADONNA DEL ROSARIO"";""7"";""223"";""110"""
"2022;""19051300"";""CASA DI CURA G.B. MORGAGNI S.R.L."";""73"";""6.464"";""420"""
"2022;""19051600"";""MATER DEI DI G.NESI & C. S.P.A"";""***"";""1.181"";""257"""
"2022;""19051700"";""CASA DI CURA VILLA DEI GERANI SRL"";""***"";""1.180"";""19"""
"2022;""19051900"";""HUMANITAS ISTITUTO CLINICO CATANESE"";""13"";""5.609"";""350"""
"2022;""19052000"";""CASA CURA CENTRO CATANESE MED. E CH."";""47"";""3.627"";""564"""
"2022;""19052100"";""CASA DI CURA CARMIDE"";""***"";""1.276"";""112"""
"2022;""19052300"";""CASA DI CURA GIBIINO SRL"";""***"";""2.249"";""33"""
"2022;""19052400"";""I.O.M.I. F.SCALABRINO GANZIRRI"";""14"";""3.373"";""647"""
"2022;""19052500"";""CASA DI CURA S.CAMILLO"";""35"";""1.755"";""228"""
"2022;""19052600"";""CASA DI CURA CRISTO RE"";""10"";""1.601"";""352"""
"2022;""19052700"";""CASA DI CURA CARMONA  SRL"";""29"";""1.812"";""47"""
"2022;""19052800"";""CASA DI CURA VILLA SALUS S.A.S."";""32"";""2.629"";""39"""
"2022;""19053000"";""C.O.T. S.P.A. (CURE ORTOPED. TRAUM.)"";""24"";""2.327"";""424"""
"2022;""19053100"";""CASA DI CURA VILLA IGEA SRL"";""18"";""613"";""60"""
"2022;""19053200"";""CASA DI CURA IGEA S.R.L."";""***"";""502"";""188"""
"2022;""19053300"";""CASA DI CURA CANDELA SPA"";""16"";""5.770"";""177"""
"2022;""19053400"";""CASA DI CURE ORESTANO S.R.L."";""***"";""2.947"";""54"""
"2022;""19053600"";""CASA DI CURA 'TRIOLO ZANCLA' S.P.A."";""9"";""3.742"";""217"""
"2022;""19053700"";""CASA DI CURA SERENA S.P.A."";""38"";""5.030"";""68"""
"2022;""19053800"";""CASA DI CURA NOTO PASQUALINO S.R.L."";""***"";""3.808"";""65"""
"2022;""19053900"";""NUOVA CASA DI CURA D`ANNA PIA ASS. SRL"";""***"";""728"";""84"""
"2022;""19054000"";""NUOVA CASA DI CURA DEMMA SRL"";""***"";""905"";""14"""
"2022;""19054100"";""CASA DI CURA MACCHIARELLA S.P.A."";""***"";""2.725"";""111"""
"2022;""19054200"";""CASA DI CURA TORINA"";""21"";""2.748"";""130"""
"2022;""19054300"";""CASA DI CURA VILLA MARGHERITA"";""***"";""1.043"";""10"""
"2022;""19054500"";""CASA DI CURE COSENTINO DI KAROL  S.R.L."";""***"";""999"";""19"""
"2022;""19054900"";""CASA DI CURA MORANA SRL"";""***"";""1.211"";""114"""
"2022;""19055000"";""C. DI CURA 'VILLA AZZURRA' - GESIN SRL"";""9"";""1.480"";""33"""
"2022;""19055100"";""CASA DI CURA LA MADDALENA S.P.A."";""87"";""5.247"";""216"""
"2022;""19055200"";""CASA DI CURA CLINICA DEL MEDITERRANEO"";""***"";""2.094"";""307"""
"2022;""19055300"";""CASA DI CURA RIABILITATIVA VILLA SOFIA"";""***"";""551"";""160"""
"2022;""19055400"";""ISTITUTO ONCOLOGICO DEL MEDITERRANEO SPA"";""32"";""3.738"";""31"""
"2022;""19055500"";""CASA DI CURA MONS. G. CALACIURA CENACOLO"";""***"";""451"";""63"""
"2022;""19055600"";""CASA DI CURA RIABIL. VITTORIA S.R.L"";""***"";""367"";""35"""
"2022;""19060100"";""CENTRO CHIRURGICO VILLA MARIA S.R.L."";""***"";""169"";""***"""
"2022;""19060200"";""CENTRO ANDROS S.R.L."";""***"";""401"";""***"""
"2022;""19070100"";""CLINICA VILLA RIZZO"";""***"";""841"";""***"""
"2022;""19070200"";""CASA DI CURA 'VILLA AURELIA'  SRL"";""8"";""520"";""127"""
"2022;""19071000"";""CASA DI CURA PROF.E.FALCIDIA SRL"";""***"";""2.310"";""14"""
"2022;""19071200"";""CASA DI CURA  MUSUMECI GESCAS"";""***"";""2.236"";""329"""
"2022;""19071500"";""CASA DI CURA VILLA S.FRANCESCO"";""***"";""558"";""***"""
"2022;""19071600"";""CASA DI CURA CAPPELLANI GIOMI S.P.A."";""***"";""2.210"";""***"""
"2022;""19071800"";""CASA DI CURA LATTERI VALSAVA S.R.L."";""***"";""1.083"";""102"""
"2022;""19072000"";""CASA DI CURA MARIA ELEONORA HOSPITAL SRL"";""36"";""2.745"";""399"""
"2022;""19072300"";""CASA DI CURA VALSALVA  SRL"";""***"";""1.040"";""138"""
"2022;""19072400"";""ISCAS MORGAGNI NORD SRL"";""53"";""2.700"";""248"""
"2022;""19072500"";""PRIVATE HOSPITAL ARGENTO SRL"";""10"";""686"";""280"""
"2022;""19072600"";""ISTITUTO CLINICO VIDIMURA SRL"";""***"";""2.689"";""84"""
"2022;""19072800"";""CLINICA SANT'AGATA TIGANO SRL"";""11"";""415"";""203"""
"2022;""19072900"";""CENTRO CLIN.MORGAGNI SRL.C/O CHECK POINT"";""***"";""132"";""***"""
"2022;""19092100"";""A.O. PER L'EMERGENZA CANNIZZARO"";""769"";""18.408"";""1.125"""
"2022;""19092201"";""OSPEDALE GARIBALDI - CENTRO"";""380"";""3.412"";""650"""
"2022;""19092204"";""NUOVO OSPEDALE GARIBALDI - NESIMA"";""249"";""19.231"";""436"""
"2022;""19092301"";""PRESIDIO OSPEDALIERO GASPARE RODOLICO"";""666"";""22.393"";""741"""
"2022;""19092304"";""PRESIDIO OSPEDALIERO S.MARCO"";""541"";""15.069"";""455"""
"2022;""19092400"";""AZIENDA OSPEDALIERA PAPARDO"";""574"";""10.184"";""478"""
"2022;""19092500"";""AZIENDA OSP. UNIV. G. MARTINO"";""928"";""17.336"";""711"""
"2022;""19092601"";""P.O. VILLA SOFIA"";""529"";""9.171"";""935"""
"2022;""19092602"";""C.T.O. CENTRO TRAUMATOLOGICO ORTOPEDICO"";""***"";""1.035"";""9"""
"2022;""19092603"";""P.O. V. CERVELLO"";""770"";""8.124"";""327"""
"2022;""19092701"";""OSPEDALE CIVICO"";""797"";""19.038"";""797"""
"2022;""19092702"";""OSPEDALE DEI BAMBINI G. DI CRISTINA"";""***"";""5.825"";""54"""
"2022;""19092800"";""AZ.OSP.UNIV.P.GIACCONE"";""477"";""16.442"";""470"""
"2022;""19092900"";""IRCCS ISMETT"";""94"";""5.153"";""530"""
"2022;""19095000"";""ASSOCIAZIONE OASI MARIA SS"";""***"";""4.093"";""153"""
"2022;""19096001"";""IRCCS CENTRO NEUROLESI"";""***"";""285"";""20"""
"2022;""19096002"";""PRESIDIO OSPEDALIERO PIEMONTE"";""224"";""1.941"";""184"""
"2022;""19096003"";""IRCCS CENTRO NEUROLESI P.O. SALEMI (TP)"";""***"";""24"";""***"""
"2022;""19096004"";""DATO ERRATO"";""***"";""***"";""6"""
"2022;""19096004"";""IRCCS CENTRO NEUROLESI P.O. PISANI"";""***"";""12"";""6"""
"2022;""19096007"";""IRCCS NEUROLESI P.O. CANNIZZARO (CT)"";""***"";""9"";""***"""
"2022;""19097000"";""DIPARTIMENTO RIZZOLI-SICILIA"";""***"";""1.710"";""429"""
"2022;""20000200"";""OSPEDALE CIVILE ALGHERO"";""290"";""4.563"";""386"""
"2022;""20000300"";""OSPEDALE CIVILE OZIERI"";""162"";""2.436"";""180"""
"2022;""20000600"";""P.O. PAOLO DETTORI - TEMPIO P."";""67"";""1.093"";""65"""
"2022;""20000800"";""OSPEDALE MARINO ALGHERO"";""22"";""329"";""106"""
"2022;""20001200"";""P.O.  GIOVANNI PAOLO II  OLBIA"";""324"";""7.666"";""411"""
"2022;""20001300"";""POLICLINICO SASSARESE - LABOR S.P.A."";""***"";""1.796"";""334"""
"2022;""20001700"";""P.O.  SAN FRANCESCO"";""656"";""11.915"";""680"""
"2022;""20001800"";""P.O. C. ZONCHELLO"";""34"";""338"";""27"""
"2022;""20001900"";""P.O. 'NOSTRA SIGNORA DELLA MERCEDE'"";""201"";""3.331"";""294"""
"2022;""20002000"";""P.O. SAN CAMILLO"";""31"";""335"";""31"""
"2022;""20002100"";""P.O. 'A.G. MASTINO' - BOSA"";""58"";""452"";""57"""
"2022;""20002200"";""P.O. S.GIUSEPPE"";""67"";""648"";""57"""
"2022;""20002300"";""CLINICA TOMMASINI SRL"";""24"";""1.841"";""195"""
"2022;""20002500"";""P.O. R. BINAGHI"";""269"";""2.581"";""130"""
"2022;""20002600"";""P.O. MARINO"";""6"";""117"";""58"""
"2022;""20002800"";""P.O.SIRAI"";""262"";""3.713"";""355"""
"2022;""20002900"";""P.O.SANTA BARBARA"";""***"";""32"";""***"""
"2022;""20003000"";""P.O.CTO"";""148"";""2.925"";""150"""
"2022;""20003100"";""P.O. SS. TRINITA'"";""510"";""12.408"";""695"""
"2022;""20003400"";""PRESIDIO OSPEDALIERO N.S. DI BONARIA"";""376"";""5.273"";""295"""
"2022;""20003500"";""P.O. SAN MARCELLINO"";""57"";""715"";""61"""
"2022;""20004000"";""CASA DI CURA S.ANNA S.R.L."";""38"";""2.654"";""128"""
"2022;""20004200"";""CASA DI CURA S. ANTONIO S.P.A."";""45"";""3.500"";""128"""
"2022;""20004400"";""CASA DI CURA VILLA ELENA"";""***"";""2.364"";""290"""
"2022;""20004500"";""NUOVA CASA DI CURA S.R.L."";""18"";""5.911"";""175"""
"2022;""20005200"";""P. OSPEDALIERO 'SAN MARTINO' - ORISTANO"";""517"";""7.522"";""511"""
"2022;""20005300"";""P. OSPEDALIERO 'G.P. DELOGU' - GHILARZA"";""12"";""88"";""23"""
"2022;""20005400"";""C.C.  'MADONNA DEL RIMEDIO' - ORISTANO"";""10"";""2.534"";""306"""
"2022;""20005601"";""KINETIKA CASA DI CURA POLISPEC. S.ELENA"";""***"";""4.846"";""302"""
"2022;""20005602"";""KINETIKA POLICLINICO QUARTU"";""***"";""2.692"";""614"""
"2022;""20005603"";""KINETIKA CASA POL. VIA SCANO"";""95"";""578"";""207"""
"2022;""20005700"";""MATER OLBIA HOSPITAL"";""23"";""5.578"";""668"""
"2022;""20006000"";""P.O MICROCITEMICO A.CAO"";""***"";""3.757"";""102"""
"2022;""20090401"";""STABILIMENTO SAN MICHELE"";""1.001"";""21.734"";""1.147"""
"2022;""20090402"";""STABILIMENTO A. BUSINCO"";""173"";""7.352"";""270"""
"2022;""20090501"";""STABILIMENTO CLINICHE DI SAN PIETRO"";""653"";""22.036"";""423"""
"2022;""20090502"";""STABILIMENTO SS. ANNUNZIATA"";""876"";""8.306"";""534"""
"2022;""20090503"";""STABILIMENTO OSPEDALE MARINO ALGHERO"";""30"";""686"";""105"""
"2022;""20090601"";""SAN GIOVANNI DI DIO"";""***"";""2.494"";""***"""
"2022;""20090602"";""POLICLINICO MONSERRATO"";""830"";""15.419"";""903"""
