"Anno di dimissione;""Codice Istituto"";""Denominazione Istituto"";""Descrizione Sesso"";""Cl_età_0-5"";""Cl_età_06-12"";""Cl_età_13-18"";""Cl_età_19-24"";""Cl_età_25-34"";""Cl_età_35-44"";""Cl_età_45-54"";""Cl_età_55-64"";""Cl_età_65-74"";""Cl_età_over_75"""
"2022;""01067000"";""BIOMED SRL"";""Femmina"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""***"""
"2022;""01067000"";""BIOMED SRL"";""Maschio"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""***"""
"2022;""01089100"";""BEATA VERGINE CONSOLATA"";""Femmina"";""***"";""***"";""***"";""***"";""8"";""17"";""61"";""94"";""197"";""452"""
"2022;""01089100"";""BEATA VERGINE CONSOLATA"";""Maschio"";""***"";""***"";""***"";""***"";""15"";""55"";""127"";""143"";""199"";""314"""
"2022;""01089200"";""PRESIDIO SANITARIO GRADENIGO"";""Femmina"";""***"";""***"";""21"";""54"";""120"";""186"";""444"";""687"";""957"";""1.700"""
"2022;""01089200"";""PRESIDIO SANITARIO GRADENIGO"";""Maschio"";""***"";""***"";""47"";""90"";""174"";""217"";""502"";""775"";""1.086"";""1.699"""
"2022;""01089300"";""PRESIDIO SANITARIO SAN CAMILLO"";""Femmina"";""***"";""10"";""7"";""9"";""***"";""21"";""44"";""84"";""200"";""386"""
"2022;""01089300"";""PRESIDIO SANITARIO SAN CAMILLO"";""Maschio"";""***"";""59"";""11"";""7"";""8"";""7"";""59"";""121"";""168"";""274"""
"2022;""01089700"";""PRESIDIO SANITARIO OSPEDALE COTTOLENGO"";""Femmina"";""***"";""***"";""15"";""32"";""50"";""261"";""505"";""635"";""770"";""1.330"""
"2022;""01089700"";""PRESIDIO SANITARIO OSPEDALE COTTOLENGO"";""Maschio"";""7"";""***"";""32"";""43"";""51"";""70"";""214"";""317"";""594"";""945"""
"2022;""01089800"";""PRESIDIO MAJOR"";""Femmina"";""***"";""***"";""***"";""***"";""***"";""***"";""19"";""61"";""106"";""217"""
"2022;""01089800"";""PRESIDIO MAJOR"";""Maschio"";""***"";""***"";""***"";""***"";""***"";""***"";""32"";""76"";""114"";""128"""
"2022;""01090400"";""AZIENDA OSPEDALIERO UNIVERSITARIA S.LUIG"";""Femmina"";""7"";""20"";""104"";""172"";""296"";""397"";""787"";""1.070"";""1.320"";""2.301"""
"2022;""01090400"";""AZIENDA OSPEDALIERO UNIVERSITARIA S.LUIG"";""Maschio"";""***"";""12"";""113"";""190"";""317"";""456"";""921"";""1.700"";""2.491"";""2.922"""
"2022;""01090501"";""OSP. MAGGIORE DELLA CARITA'"";""Femmina"";""1.224"";""202"";""247"";""484"";""1.852"";""1.649"";""1.459"";""2.016"";""2.203"";""4.184"""
"2022;""01090501"";""OSP. MAGGIORE DELLA CARITA'"";""Maschio"";""1.473"";""356"";""382"";""336"";""490"";""691"";""1.476"";""2.451"";""3.340"";""4.217"""
"2022;""01090502"";""OSPEDALE SAN ROCCO GALLIATE"";""Femmina"";""***"";""***"";""***"";""***"";""9"";""19"";""22"";""24"";""30"";""138"""
"2022;""01090502"";""OSPEDALE SAN ROCCO GALLIATE"";""Maschio"";""***"";""***"";""7"";""15"";""15"";""28"";""56"";""77"";""114"";""146"""
"2022;""01090600"";""AZ. OSPEDAL. S. CROCE E CARLE"";""Femmina"";""1.102"";""126"";""182"";""477"";""1.859"";""1.416"";""1.256"";""1.602"";""2.152"";""3.879"""
"2022;""01090600"";""AZ. OSPEDAL. S. CROCE E CARLE"";""Maschio"";""1.242"";""145"";""264"";""321"";""580"";""623"";""1.311"";""2.314"";""3.546"";""4.206"""
"2022;""01090701"";""OSP.CIVILE SS.ANTONIO E BIAGIO"";""Femmina"";""11"";""10"";""98"";""385"";""1.355"";""1.136"";""1.028"";""1.471"";""1.836"";""3.518"""
"2022;""01090701"";""OSP.CIVILE SS.ANTONIO E BIAGIO"";""Maschio"";""9"";""24"";""62"";""237"";""460"";""554"";""1.075"";""2.032"";""2.670"";""3.576"""
"2022;""01090702"";""OSP. INFANTILE C.ARRIGO"";""Femmina"";""1.199"";""415"";""375"";""6"";""***"";""***"";""***"";""***"";""***"";""***"""
"2022;""01090702"";""OSP. INFANTILE C.ARRIGO"";""Maschio"";""1.592"";""738"";""516"";""20"";""10"";""***"";""***"";""***"";""***"";""***"""
"2022;""01090703"";""CENTRO RIABILITATIVO POLIFUNZIONALE T.BO"";""Femmina"";""***"";""***"";""***"";""***"";""***"";""17"";""25"";""57"";""100"";""158"""
"2022;""01090703"";""CENTRO RIABILITATIVO POLIFUNZIONALE T.BO"";""Maschio"";""***"";""***"";""***"";""6"";""14"";""26"";""64"";""113"";""177"";""154"""
"2022;""01090800"";""OSPEDALE MAURIZIANO UMBERTO I - TORINO"";""Femmina"";""555"";""27"";""243"";""434"";""1.300"";""1.332"";""1.523"";""1.794"";""2.216"";""3.659"""
"2022;""01090800"";""OSPEDALE MAURIZIANO UMBERTO I - TORINO"";""Maschio"";""569"";""30"";""279"";""401"";""502"";""539"";""1.026"";""1.699"";""2.372"";""3.564"""
"2022;""01090901"";""OSPEDALE SAN GIOVANNI BATTISTA MOLINETTE"";""Femmina"";""8"";""28"";""146"";""465"";""830"";""1.105"";""2.448"";""3.225"";""3.725"";""5.194"""
"2022;""01090901"";""OSPEDALE SAN GIOVANNI BATTISTA MOLINETTE"";""Maschio"";""***"";""60"";""243"";""496"";""890"";""1.177"";""2.625"";""4.699"";""5.855"";""6.647"""
"2022;""01090904"";""OSPEDALE CENTRO TRAUMATOLOGICO ORTOPEDIC"";""Femmina"";""***"";""8"";""98"";""144"";""362"";""380"";""690"";""950"";""883"";""1.067"""
"2022;""01090904"";""OSPEDALE CENTRO TRAUMATOLOGICO ORTOPEDIC"";""Maschio"";""***"";""6"";""276"";""313"";""525"";""532"";""976"";""1.057"";""824"";""740"""
"2022;""01090906"";""OSPEDALE OSTETRICO GINECOLOGICO SANT'ANN"";""Femmina"";""3.225"";""***"";""164"";""1.146"";""5.978"";""4.864"";""1.244"";""747"";""694"";""487"""
"2022;""01090906"";""OSPEDALE OSTETRICO GINECOLOGICO SANT'ANN"";""Maschio"";""3.422"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""***"""
"2022;""01090907"";""OSPEDALE INFANTILE REGINA MARGHERITA"";""Femmina"";""2.363"";""1.941"";""1.332"";""41"";""9"";""***"";""7"";""***"";""***"";""***"""
"2022;""01090907"";""OSPEDALE INFANTILE REGINA MARGHERITA"";""Maschio"";""3.183"";""2.574"";""1.332"";""48"";""15"";""***"";""***"";""***"";""***"";""***"""
"2022;""01092000"";""ISTITUTO AUXOLOGICO ITALIANO"";""Femmina"";""***"";""65"";""360"";""156"";""144"";""176"";""440"";""623"";""583"";""409"""
"2022;""01092000"";""ISTITUTO AUXOLOGICO ITALIANO"";""Maschio"";""***"";""64"";""151"";""53"";""79"";""160"";""320"";""414"";""426"";""263"""
"2022;""01092100"";""FONDAZIONE SALVATORE MAUGERI"";""Femmina"";""***"";""***"";""***"";""***"";""***"";""15"";""54"";""149"";""327"";""805"""
"2022;""01092100"";""FONDAZIONE SALVATORE MAUGERI"";""Maschio"";""***"";""***"";""***"";""***"";""***"";""33"";""109"";""279"";""428"";""518"""
"2022;""01092200"";""FONDAZIONE DEL PIEMONTE PER L'ONCOLOGIA"";""Femmina"";""***"";""***"";""***"";""47"";""118"";""370"";""951"";""1.032"";""892"";""522"""
"2022;""01092200"";""FONDAZIONE DEL PIEMONTE PER L'ONCOLOGIA"";""Maschio"";""***"";""***"";""***"";""39"";""62"";""86"";""281"";""475"";""732"";""536"""
"2022;""01099900"";""AUSILIATRICE DON GNOCCHI"";""Femmina"";""***"";""***"";""***"";""***"";""***"";""***"";""19"";""25"";""69"";""125"""
"2022;""01099900"";""AUSILIATRICE DON GNOCCHI"";""Maschio"";""***"";""***"";""***"";""***"";""***"";""7"";""28"";""34"";""37"";""81"""
"2022;""02000100"";""OSPEDALE REGIONALE UMBERTO PARINI"";""Femmina"";""486"";""68"";""117"";""212"";""1.124"";""1.071"";""809"";""964"";""1.283"";""2.693"""
"2022;""02000100"";""OSPEDALE REGIONALE UMBERTO PARINI"";""Maschio"";""567"";""144"";""147"";""166"";""245"";""269"";""718"";""1.141"";""1.664"";""2.620"""
"2022;""02000200"";""ISAV SPA"";""Femmina"";""***"";""***"";""12"";""7"";""12"";""25"";""85"";""175"";""240"";""403"""
"2022;""02000200"";""ISAV SPA"";""Maschio"";""***"";""17"";""19"";""20"";""31"";""82"";""116"";""200"";""204"";""217"""
"2022;""03000400"";""OSPEDALE DI CIRCOLO - BUSTO ARSIZIO"";""Femmina"";""656"";""99"";""168"";""181"";""716"";""631"";""541"";""722"";""872"";""2.017"""
"2022;""03000400"";""OSPEDALE DI CIRCOLO - BUSTO ARSIZIO"";""Maschio"";""612"";""123"";""202"";""117"";""228"";""279"";""625"";""921"";""1.350"";""2.210"""
"2022;""03000600"";""OSP. S. ANTONIO ABATE - GALLARATE"";""Femmina"";""338"";""***"";""35"";""185"";""694"";""572"";""465"";""451"";""616"";""1.455"""
"2022;""03000600"";""OSP. S. ANTONIO ABATE - GALLARATE"";""Maschio"";""354"";""***"";""30"";""105"";""164"";""218"";""411"";""574"";""728"";""1.301"""
"2022;""03000800"";""OSP. GENERALE PROVINCIALE - SARONNO"";""Femmina"";""***"";""***"";""22"";""67"";""108"";""141"";""231"";""257"";""363"";""1.125"""
"2022;""03000800"";""OSP. GENERALE PROVINCIALE - SARONNO"";""Maschio"";""***"";""***"";""11"";""96"";""129"";""158"";""292"";""406"";""546"";""1.061"""
"2022;""03000900"";""OSPEDALE A.BELLINI - SOMMA LOMBARDO"";""Femmina"";""***"";""***"";""***"";""***"";""***"";""8"";""20"";""65"";""118"";""614"""
"2022;""03000900"";""OSPEDALE A.BELLINI - SOMMA LOMBARDO"";""Maschio"";""***"";""***"";""***"";""6"";""***"";""15"";""30"";""84"";""160"";""455"""
"2022;""03001000"";""OSPEDALE GALMARINI - TRADATE"";""Femmina"";""427"";""43"";""58"";""118"";""578"";""402"";""273"";""272"";""375"";""962"""
"2022;""03001000"";""OSPEDALE GALMARINI - TRADATE"";""Maschio"";""504"";""64"";""82"";""46"";""76"";""98"";""239"";""308"";""433"";""750"""
"2022;""03001200"";""OSPEDALE CARLO ONDOLI - ANGERA"";""Femmina"";""***"";""***"";""***"";""***"";""42"";""83"";""193"";""158"";""145"";""541"""
"2022;""03001200"";""OSPEDALE CARLO ONDOLI - ANGERA"";""Maschio"";""***"";""***"";""***"";""20"";""12"";""36"";""67"";""96"";""145"";""377"""
"2022;""03001500"";""CASA DI CURA SANTA MARIA - CASTELLANZA"";""Femmina"";""***"";""***"";""26"";""25"";""63"";""122"";""277"";""371"";""474"";""657"""
"2022;""03001500"";""CASA DI CURA SANTA MARIA - CASTELLANZA"";""Maschio"";""***"";""***"";""59"";""86"";""123"";""145"";""361"";""562"";""631"";""595"""
"2022;""03001700"";""CASA DI CURA MATER DOMINI - CASTELLANZA"";""Femmina"";""***"";""***"";""22"";""35"";""118"";""211"";""477"";""630"";""816"";""1.526"""
"2022;""03001700"";""CASA DI CURA MATER DOMINI - CASTELLANZA"";""Maschio"";""***"";""***"";""38"";""69"";""125"";""205"";""510"";""910"";""1.239"";""1.464"""
"2022;""03002201"";""STABILIMENTO CANTU'"";""Femmina"";""81"";""22"";""51"";""101"";""476"";""640"";""192"";""225"";""265"";""650"""
"2022;""03002201"";""STABILIMENTO CANTU'"";""Maschio"";""64"";""28"";""44"";""62"";""109"";""139"";""262"";""274"";""346"";""626"""
"2022;""03002202"";""STABILIMENTO MARIANO"";""Femmina"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""15"";""40"";""161"""
"2022;""03002202"";""STABILIMENTO MARIANO"";""Maschio"";""***"";""***"";""***"";""***"";""***"";""***"";""7"";""8"";""28"";""44"""
"2022;""03002300"";""OSPEDALE  UMBERTO I -  BELLANO"";""Femmina"";""***"";""***"";""***"";""***"";""***"";""***"";""11"";""25"";""68"";""103"""
"2022;""03002300"";""OSPEDALE  UMBERTO I -  BELLANO"";""Maschio"";""***"";""***"";""***"";""***"";""***"";""8"";""11"";""34"";""59"";""60"""
"2022;""03002400"";""OSPEDALE DI CIRCOLO S.L.MANDIC-MERATE"";""Femmina"";""273"";""56"";""73"";""103"";""389"";""279"";""326"";""326"";""461"";""1.386"""
"2022;""03002400"";""OSPEDALE DI CIRCOLO S.L.MANDIC-MERATE"";""Maschio"";""311"";""74"";""95"";""71"";""95"";""125"";""256"";""408"";""582"";""1.082"""
"2022;""03002600"";""OSPEDALE ERBA-  RENALDI - MENAGGIO"";""Femmina"";""***"";""***"";""***"";""12"";""18"";""36"";""45"";""42"";""77"";""282"""
"2022;""03002600"";""OSPEDALE ERBA-  RENALDI - MENAGGIO"";""Maschio"";""***"";""***"";""***"";""15"";""35"";""43"";""68"";""126"";""102"";""209"""
"2022;""03002900"";""OSP.SACRA FAMIGLIA - F.B.F. - ERBA"";""Femmina"";""303"";""36"";""52"";""92"";""432"";""373"";""317"";""317"";""505"";""1.169"""
"2022;""03002900"";""OSP.SACRA FAMIGLIA - F.B.F. - ERBA"";""Maschio"";""359"";""62"";""79"";""48"";""72"";""138"";""263"";""473"";""613"";""969"""
"2022;""03003000"";""OSPEDALE  VALDUCE"";""Femmina"";""549"";""19"";""35"";""118"";""858"";""851"";""651"";""632"";""741"";""1.394"""
"2022;""03003000"";""OSPEDALE  VALDUCE"";""Maschio"";""627"";""29"";""42"";""52"";""85"";""109"";""293"";""588"";""848"";""1.358"""
"2022;""03003100"";""OSP. MORIGGIA PELASCINI - GRAVEDONA"";""Femmina"";""227"";""20"";""30"";""75"";""381"";""334"";""312"";""445"";""626"";""1.130"""
"2022;""03003100"";""OSP. MORIGGIA PELASCINI - GRAVEDONA"";""Maschio"";""248"";""42"";""79"";""51"";""116"";""134"";""330"";""781"";""1.185"";""1.305"""
"2022;""03003200"";""IST.CLINICO VILLA APRICA SPA-COMO"";""Femmina"";""***"";""60"";""47"";""39"";""78"";""114"";""350"";""523"";""611"";""627"""
"2022;""03003200"";""IST.CLINICO VILLA APRICA SPA-COMO"";""Maschio"";""***"";""79"";""91"";""84"";""135"";""163"";""372"";""615"";""670"";""641"""
"2022;""03003300"";""CASA DI CURA BEATO L.TALAMONI-LECCO"";""Femmina"";""***"";""***"";""***"";""7"";""14"";""18"";""50"";""106"";""169"";""255"""
"2022;""03003300"";""CASA DI CURA BEATO L.TALAMONI-LECCO"";""Maschio"";""***"";""***"";""8"";""12"";""26"";""34"";""107"";""148"";""207"";""208"""
"2022;""03003400"";""CASA DI CURA G.B. MANGIONI - LECCO"";""Femmina"";""***"";""18"";""33"";""33"";""63"";""84"";""170"";""156"";""160"";""148"""
"2022;""03003400"";""CASA DI CURA G.B. MANGIONI - LECCO"";""Maschio"";""***"";""39"";""55"";""76"";""99"";""113"";""223"";""267"";""259"";""223"""
"2022;""03003500"";""C.O.F. LANZO HOSPITAL - ALTA VALLE INTEL"";""Femmina"";""***"";""22"";""22"";""14"";""16"";""49"";""146"";""279"";""471"";""623"""
"2022;""03003500"";""C.O.F. LANZO HOSPITAL - ALTA VALLE INTEL"";""Maschio"";""***"";""25"";""30"";""37"";""52"";""67"";""160"";""292"";""354"";""384"""
"2022;""03003700"";""CASA DI CURA VILLA S. BENEDETTO-ALBESE"";""Femmina"";""***"";""***"";""***"";""15"";""30"";""42"";""102"";""158"";""111"";""32"""
"2022;""03003700"";""CASA DI CURA VILLA S. BENEDETTO-ALBESE"";""Maschio"";""***"";""***"";""***"";""15"";""31"";""33"";""82"";""93"";""47"";""18"""
"2022;""03003800"";""CASA DI CURA LE BETULLE-APPIANO GENTILE"";""Femmina"";""6"";""8"";""30"";""52"";""106"";""139"";""155"";""97"";""92"";""83"""
"2022;""03003800"";""CASA DI CURA LE BETULLE-APPIANO GENTILE"";""Maschio"";""8"";""9"";""32"";""39"";""45"";""79"";""99"";""107"";""101"";""97"""
"2022;""03004200"";""OSPEDALE SONDRIO"";""Femmina"";""486"";""128"";""154"";""158"";""527"";""428"";""325"";""436"";""596"";""1.167"""
"2022;""03004200"";""OSPEDALE SONDRIO"";""Maschio"";""536"";""156"";""169"";""127"";""229"";""221"";""428"";""850"";""1.164"";""1.229"""
"2022;""03004400"";""OSPEDALE DI CHIAVENNA"";""Femmina"";""***"";""***"";""***"";""***"";""***"";""***"";""19"";""24"";""32"";""131"""
"2022;""03004400"";""OSPEDALE DI CHIAVENNA"";""Maschio"";""***"";""***"";""***"";""10"";""9"";""17"";""43"";""57"";""65"";""132"""
"2022;""03004500"";""OSPEDALE  MORBEGNO"";""Femmina"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""8"";""35"""
"2022;""03004500"";""OSPEDALE  MORBEGNO"";""Maschio"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""8"";""14"""
"2022;""03005100"";""P.O.  CITTA' DI SESTO S. GIOVANNI"";""Femmina"";""525"";""88"";""103"";""240"";""638"";""576"";""387"";""297"";""290"";""633"""
"2022;""03005100"";""P.O.  CITTA' DI SESTO S. GIOVANNI"";""Maschio"";""676"";""120"";""81"";""63"";""121"";""147"";""289"";""301"";""307"";""518"""
"2022;""03005600"";""PRESIDIO OSPED. V. BUZZI - MILANO"";""Femmina"";""2.542"";""511"";""262"";""253"";""2.130"";""1.810"";""132"";""61"";""34"";""7"""
"2022;""03005600"";""PRESIDIO OSPED. V. BUZZI - MILANO"";""Maschio"";""3.414"";""800"";""358"";""***"";""***"";""***"";""***"";""***"";""***"";""***"""
"2022;""03005700"";""OSPEDALE M. MELLONI - MILANO"";""Femmina"";""930"";""***"";""33"";""216"";""1.395"";""1.431"";""280"";""173"";""98"";""72"""
"2022;""03005700"";""OSPEDALE M. MELLONI - MILANO"";""Maschio"";""1.039"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""***"""
"2022;""03005800"";""OSPEDALE BASSINI - CINISELLO BALSAMO"";""Femmina"";""***"";""***"";""51"";""92"";""104"";""159"";""291"";""413"";""533"";""1.634"""
"2022;""03005800"";""OSPEDALE BASSINI - CINISELLO BALSAMO"";""Maschio"";""***"";""7"";""67"";""159"";""215"";""223"";""458"";""632"";""850"";""1.523"""
"2022;""03006600"";""OSPEDALE G.SALVINI-GARBAGNATE MIL.SE"";""Femmina"";""521"";""71"";""131"";""236"";""709"";""523"";""431"";""528"";""709"";""1.762"""
"2022;""03006600"";""OSPEDALE G.SALVINI-GARBAGNATE MIL.SE"";""Maschio"";""566"";""87"";""137"";""130"";""193"";""216"";""407"";""801"";""1.147"";""1.897"""
"2022;""03006700"";""OSPEDALE MAGGIORE DI LODI"";""Femmina"";""731"";""77"";""132"";""275"";""1.020"";""870"";""574"";""661"";""865"";""1.917"""
"2022;""03006700"";""OSPEDALE MAGGIORE DI LODI"";""Maschio"";""828"";""117"";""129"";""81"";""125"";""265"";""483"";""900"";""1.144"";""1.830"""
"2022;""03006800"";""PRESIDIO OSPEDALIERO DI DESIO"";""Femmina"";""753"";""55"";""127"";""219"";""911"";""758"";""394"";""529"";""688"";""1.519"""
"2022;""03006800"";""PRESIDIO OSPEDALIERO DI DESIO"";""Maschio"";""799"";""95"";""103"";""102"";""174"";""234"";""501"";""795"";""1.165"";""1.812"""
"2022;""03007000"";""PRESIDIO OSPEDALIERO DI CARATE"";""Femmina"";""503"";""6"";""32"";""140"";""894"";""719"";""275"";""230"";""345"";""737"""
"2022;""03007000"";""PRESIDIO OSPEDALIERO DI CARATE"";""Maschio"";""603"";""6"";""25"";""36"";""50"";""62"";""132"";""147"";""196"";""471"""
"2022;""03007101"";""OSPEDALE S. MARIA DELLE STELLE MELZO"";""Femmina"";""392"";""66"";""107"";""104"";""410"";""270"";""198"";""191"";""264"";""653"""
"2022;""03007101"";""OSPEDALE S. MARIA DELLE STELLE MELZO"";""Maschio"";""461"";""74"";""105"";""48"";""70"";""119"";""177"";""229"";""261"";""455"""
"2022;""03007201"";""OSPEDALE DI  VIZZOLO PREDABISSI"";""Femmina"";""490"";""116"";""185"";""229"";""633"";""534"";""422"";""485"";""598"";""1.431"""
"2022;""03007201"";""OSPEDALE DI  VIZZOLO PREDABISSI"";""Maschio"";""512"";""128"";""142"";""94"";""169"";""203"";""402"";""579"";""877"";""1.470"""
"2022;""03007202"";""OSPEDALE A. ZAPPATONI-CASSANO D'ADDA"";""Femmina"";""***"";""***"";""***"";""***"";""***"";""***"";""9"";""19"";""74"";""138"""
"2022;""03007202"";""OSPEDALE A. ZAPPATONI-CASSANO D'ADDA"";""Maschio"";""***"";""***"";""***"";""***"";""***"";""***"";""13"";""26"";""45"";""67"""
"2022;""03007300"";""OSPEDALE DI CIRCOLO - RHO"";""Femmina"";""534"";""24"";""72"";""121"";""768"";""554"";""278"";""344"";""535"";""1.214"""
"2022;""03007300"";""OSPEDALE DI CIRCOLO - RHO"";""Maschio"";""647"";""29"";""37"";""39"";""67"";""103"";""256"";""519"";""769"";""1.177"""
"2022;""03007401"";""OSPEDALE G. FORNAROLI MAGENTA"";""Femmina"";""730"";""110"";""183"";""209"";""867"";""610"";""407"";""513"";""756"";""1.659"""
"2022;""03007401"";""OSPEDALE G. FORNAROLI MAGENTA"";""Maschio"";""877"";""148"";""128"";""123"";""163"";""220"";""449"";""706"";""1.028"";""1.692"""
"2022;""03007402"";""OSPEDALE C. CANTU' ABBIATEGRASSO"";""Femmina"";""***"";""15"";""***"";""11"";""10"";""18"";""53"";""85"";""135"";""419"""
"2022;""03007402"";""OSPEDALE C. CANTU' ABBIATEGRASSO"";""Maschio"";""***"";""***"";""6"";""18"";""31"";""39"";""123"";""214"";""279"";""420"""
"2022;""03007800"";""PRESIDIO OSPEDALIERO DI VIMERCATE"";""Femmina"";""803"";""113"";""178"";""261"";""1.040"";""896"";""586"";""637"";""1.008"";""1.771"""
"2022;""03007800"";""PRESIDIO OSPEDALIERO DI VIMERCATE"";""Maschio"";""859"";""119"";""166"";""177"";""206"";""326"";""653"";""986"";""1.400"";""2.244"""
"2022;""03007900"";""OSPEDALE CIVICO - CODOGNO"";""Femmina"";""***"";""***"";""12"";""44"";""92"";""110"";""209"";""217"";""232"";""600"""
"2022;""03007900"";""OSPEDALE CIVICO - CODOGNO"";""Maschio"";""***"";""***"";""12"";""73"";""109"";""119"";""278"";""342"";""393"";""561"""
"2022;""03008000"";""OSPEDALE ROSSI - CASALPUSTERLENGO"";""Femmina"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""6"";""30"";""157"""
"2022;""03008000"";""OSPEDALE ROSSI - CASALPUSTERLENGO"";""Maschio"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""13"";""25"";""73"""
"2022;""03008200"";""P.O. TRABATTONI RONZONI DI SEREGNO"";""Femmina"";""***"";""***"";""***"";""***"";""***"";""***"";""13"";""22"";""83"";""148"""
"2022;""03008200"";""P.O. TRABATTONI RONZONI DI SEREGNO"";""Maschio"";""***"";""***"";""***"";""8"";""***"";""8"";""40"";""96"";""157"";""189"""
"2022;""03008300"";""OSPEDALE DELMATI - SANT'ANGELO LODIGIANO"";""Femmina"";""***"";""***"";""***"";""***"";""8"";""14"";""20"";""32"";""78"";""461"""
"2022;""03008300"";""OSPEDALE DELMATI - SANT'ANGELO LODIGIANO"";""Maschio"";""***"";""***"";""***"";""6"";""18"";""29"";""25"";""60"";""89"";""297"""
"2022;""03008501"";""OSPEDALE UBOLDO - CERNUSCO S/NAVIGLIO"";""Femmina"";""153"";""72"";""60"";""48"";""86"";""96"";""131"";""179"";""262"";""932"""
"2022;""03008501"";""OSPEDALE UBOLDO - CERNUSCO S/NAVIGLIO"";""Maschio"";""206"";""99"";""55"";""39"";""61"";""98"";""245"";""292"";""328"";""777"""
"2022;""03008502"";""OSPEDALE CROTTA OLTROCCHI-VAPRIO D'ADDA"";""Femmina"";""***"";""***"";""***"";""***"";""***"";""12"";""12"";""6"";""***"";""***"""
"2022;""03008502"";""OSPEDALE CROTTA OLTROCCHI-VAPRIO D'ADDA"";""Maschio"";""***"";""***"";""***"";""***"";""15"";""21"";""28"";""39"";""27"";""13"""
"2022;""03009600"";""CASA DI CURA DEL POLICLINICO - MILANO"";""Femmina"";""7"";""9"";""***"";""***"";""***"";""7"";""34"";""42"";""63"";""148"""
"2022;""03009600"";""CASA DI CURA DEL POLICLINICO - MILANO"";""Maschio"";""6"";""11"";""***"";""***"";""7"";""9"";""43"";""64"";""64"";""134"""
