orpha_code,name,expert_link,disorder_type,disorder_group,prevalence_class,prevalence_geo,prevalence_value,inheritance,age_of_onset,average_age_onset,average_age_death,complexity_score,complexity_level
163662,"Displasia spondiloepifisaria, tipo Reardon",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=163662,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
394,Omocistinuria da deficit di cistationina beta-sintasi,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=394,Malattia,Malattia,1-9 / 1 000 000,Mondiale,,,,,,4,Media
163665,"Displasia spondiloepifisaria tardiva, tipo Kohn",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=163665,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
508,Sindrome di Donohue,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=508,Sindrome malformativa,Malattia,<1 / 1 000 000,Mondiale,,,,,,5,Alta
436,Ipofosfatasia,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=436,Malattia,Malattia,Sconosciuto,Mondiale,,,,,,0,Bassa
163596,Sindrome fetale da emoglobina di Bart,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=163596,Malattia,Malattia,>1 / 1000,Sud-est asiatico,,,,,,0,Bassa
429,Ipocondroplasia,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=429,Malattia,Malattia,1-9 / 100 000,Mondiale,,,,,,3,Media
437,Rachitismo ipofosfatemico,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=437,Gruppo di fenomi,Gruppo di malattie,Sconosciuto,Mondiale,,,,,,0,Bassa
104,Neuropatia ottica ereditaria di Leber,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=104,Malattia,Malattia,1-9 / 100 000,Netherlands,,,,,,3,Media
2182,Idrocefalo con stenosi dell'acquedotto di Silvio,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=2182,Sottotipo clinico,Sottotipo della malattia,1-9 / 100 000,Mondiale,,,,,,3,Media
163634,Sindrome di Maffucci,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=163634,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
163717,Epilessia familiare benigna del lobo temporale mesiale,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=163717,Malattia,Malattia,Sconosciuto,Mondiale,,,,,,0,Bassa
163708,Spasmi epilettici criptogenici ad esordio tardivo,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=163708,Malattia,Malattia,Sconosciuto,Mondiale,,,,,,0,Bassa
636,Neurofibromatosi tipo 1,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=636,Malattia,Malattia,1-5 / 10 000,United Kingdom,,,,,,2,Bassa
163703,Sindrome epilettica da infezione febbrile,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=163703,Malattia,Malattia,1-9 / 1 000 000,Germany,,,,,,4,Media
649,Malattia di Norrie,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=649,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
163727,Sindrome epilessia rolandica-distonia parossistica indotta dall'esercizio-crampo dello scrittore,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=163727,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
163721,Sindrome da epilessia rolandica  - disprassia verbale,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=163721,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
163684,Leucoencefalopatia - distonia - neuropatia motoria,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=163684,Malattia,Malattia,<1 / 1 000 000,Mondiale,,,,,,5,Alta
163681,Sindrome da displasia corticale ed epilessia focale,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=163681,Malattia,Malattia,Sconosciuto,Mondiale,,,,,,0,Bassa
379,Malattia granulomatosa cronica,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=379,Malattia,Malattia,1-9 / 1 000 000,Mondiale,,,,,,4,Media
16,Monocromatismo dei coni blu,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=16,Malattia,Malattia,1-9 / 100 000,Mondiale,,,,,,3,Media
644,Sindrome NARP,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=644,Malattia,Malattia,1-9 / 100 000,Europa,,,,,,3,Media
637,Schwannomatosi completa correlata a NF2,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=637,Malattia,Malattia,1-9 / 100 000,Europa,,,,,,3,Media
163696,Sindrome da mioclono d'azione e insufficienza renale,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=163696,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
181,Displasia ectodermica ipoidrotica legata all'X,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=181,Sottotipo eziologico,Sottotipo della malattia,1-9 / 1 000 000,Europa,,,,,,4,Media
163693,Sindrome da microdelezione 2p21,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=163693,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
163690,Sindrome ipotonia-cistinuria,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=163690,Malattia,Malattia,<1 / 1 000 000,Mondiale,,,,,,5,Alta
337,Fibrodisplasia ossificante progressiva,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=337,Malattia,Malattia,<1 / 1 000 000,Mondiale,,,,,,5,Alta
377,Sindrome di Gorlin,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=377,Sindrome malformativa,Malattia,1-9 / 100 000,Europa,,,,,,3,Media
648,Sindrome di Noonan,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=648,Sindrome malformativa,Malattia,6-9 / 10 000,United States,,,,,,1,Bassa
281,Monosomia 5p,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=281,Sindrome malformativa,Malattia,1-9 / 100 000,Japan,,,,,,3,Media
752,"Disturbi dello sviluppo sessuale 46,XY da deficit di 17-beta-idrossisteroido deidrogenasi, tipo 3",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=752,Malattia,Malattia,1-9 / 1 000 000,Netherlands,,,,,,4,Media
214,Cistinuria,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=214,Malattia,Malattia,1-5 / 10 000,United Kingdom,,,,,,2,Bassa
510,Sindrome di Lesch-Nyhan,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=510,Malattia,Malattia,1-9 / 1 000 000,Italy,,,,,,4,Media
524,Sindrome di Li-Fraumeni,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=524,Malattia,Malattia,1-9 / 100 000,United Kingdom,,,,,,3,Media
699,Sindrome di Pearson,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=699,Malattia,Malattia,<1 / 1 000 000,Mondiale,,,,,,5,Alta
640,Neuropatia ereditaria con predisposizione alle paralisi da pressione,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=640,Sindrome malformativa,Malattia,1-9 / 100 000,Europa,,,,,,3,Media
60,Deficit di alfa-1-antitripsina,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=60,Malattia,Malattia,1-5 / 10 000,Ireland,,,,,,2,Bassa
895,"Sindrome di Waardenburg, tipo 2",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=895,Sottotipo clinico,Sottotipo della malattia,,Mondiale,,,,,,0,Bassa
896,"Sindrome di Waardenburg, tipo 3",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=896,Sottotipo clinico,Sottotipo della malattia,Sconosciuto,Mondiale,,,,,,0,Bassa
857,Sindrome di Townes-Brocks,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=857,Sindrome malformativa,Malattia,1-9 / 1 000 000,Spain,,,,,,4,Media
894,"Sindrome di Waardenburg, tipo 1",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=894,Sottotipo clinico,Sottotipo della malattia,1-9 / 100 000,Europa,,,,,,3,Media
682,Paralisi periodica iperkaliemica,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=682,Malattia,Malattia,1-9 / 1 000 000,Europa,,,,,,4,Media
800,Sindrome di Schwartz-Jampel,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=800,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
628,Displasia diastrofica,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=628,Malattia,Malattia,1-9 / 100 000,Europa,,,,,,3,Media
673,Malaria,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=673,Malattia,Malattia,6-9 / 10 000,Mondiale,,,,,,1,Bassa
681,Paralisi periodica ipokaliemica,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=681,Malattia,Malattia,1-9 / 100 000,Europa,,,,,,3,Media
126,Sindrome blefarofimosi-ptosi-epicanto inverso,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=126,Sindrome malformativa,Malattia,Sconosciuto,Mondiale,,,,,,0,Bassa
107,Sindrome BOR,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=107,Sindrome malformativa,Malattia,1-9 / 100 000,Canada,,,,,,3,Media
774,Telangectasia emorragica ereditaria,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=774,Malattia,Malattia,1-5 / 10 000,Europa,,,,,,2,Bassa
794,Sindrome di Saethre-Chotzen,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=794,Sindrome malformativa,Malattia,1-9 / 100 000,Europa,,,,,,3,Media
710,Sindrome di Pfeiffer,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=710,Sindrome malformativa,Malattia,1-9 / 100 000,Europa,,,,,,3,Media
2869,Sindrome di Peutz-Jeghers,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=2869,Malattia,Malattia,1-9 / 100 000,Mondiale,,,,,,3,Media
893,Sindrome WAGR,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=893,Sindrome malformativa,Malattia,1-9 / 1 000 000,Mondiale,,,,,,4,Media
912,Sindrome di Zellweger,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=912,Malattia,Malattia,Sconosciuto,Mondiale,,,,,,0,Bassa
50,Sindrome di Aicardi,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=50,Malattia,Malattia,1-9 / 100 000,Netherlands,,,,,,3,Media
53,Osteopetrosi di Albers-Schönberg,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=53,Sindrome malformativa,Malattia,1-9 / 100 000,Mondiale,,,,,,3,Media
14,Abetalipoproteinemia,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=14,Malattia,Malattia,<1 / 1 000 000,Mondiale,,,,,,5,Alta
52,Sindrome di Alagille,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=52,Sindrome malformativa,Malattia,1-9 / 100 000,Australia,,,,,,3,Media
167,Sindrome di Chédiak-Higashi,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=167,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
195,Sindrome ''cat-eye'',http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=195,Sindrome malformativa,Malattia,1-9 / 100 000,Europa,,,,,,3,Media
207,Malattia di Crouzon,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=207,Sindrome malformativa,Malattia,1-9 / 1 000 000,Europa,,,,,,4,Media
205,Sindrome di Crigler-Najjar,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=205,Malattia,Malattia,1-9 / 1 000 000,Europa,,,,,,4,Media
160148,Poliposi a cappuccio,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=160148,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
201,Sindrome di Cowden,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=201,Sottotipo clinico,Sottotipo della malattia,1-9 / 1 000 000,Netherlands,,,,,,4,Media
192,Sindrome di Coffin-Lowry,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=192,Sindrome malformativa,Malattia,1-9 / 100 000,Mondiale,,,,,,3,Media
2442,Malattia linfoproliferativa legata all'X,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=2442,Gruppo di fenomi,Gruppo di malattie,<1 / 1 000 000,Europa,,,,,,5,Alta
169802,Emofilia A grave,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=169802,Sottotipo clinico,Sottotipo della malattia,1-9 / 100 000,Europa,,,,,,3,Media
562,Sindrome di McCune-Albright,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=562,Malattia,Malattia,1-9 / 1 000 000,Europa,,,,,,4,Media
565,Malattia di Menkes,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=565,Malattia,Malattia,1-9 / 1 000 000,Europa,,,,,,4,Media
2443,Difetto della fosforilazione ossidativa mitocondriale da anomalie del DNA nucleare,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=2443,Categoria,Gruppo di malattie,1-9 / 100 000,Europa,,,,,,3,Media
474,Sindrome di Jeune,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=474,Sindrome malformativa,Malattia,1-9 / 100 000,Europa,,,,,,3,Media
540,Linfoistiocitosi emofagocitica familiare,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=540,Malattia,Malattia,1-9 / 100 000,Sweden,,,,,,3,Media
568,"Microftalmia, tipo Lenz",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=568,Sindrome malformativa,Malattia,Sconosciuto,Mondiale,,,,,,0,Bassa
564,Sindrome di Meckel,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=564,Sindrome malformativa,Malattia,1-9 / 100 000,France,,,,,,3,Media
289,Sindrome di Ellis-Van Creveld,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=289,Sindrome malformativa,Malattia,>1 / 1000,Popolazione specifica,,,,,,0,Bassa
258,"Distrofia muscolare congenita, tipo 1A",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=258,Sindrome malformativa,Malattia,1-9 / 1 000 000,Eastern Mediterranean Asia,,,,,,4,Media
1247,Schistosomiasi,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=1247,Malattia,Malattia,<1 / 1 000 000,Europa,,,,,,5,Alta
112,Sindrome di Bartter,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=112,Malattia,Malattia,1-9 / 1 000 000,Europa,,,,,,4,Media
1646,Microdelezione del cromosoma Y,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=1646,Sindrome malformativa,Malattia,1-5 / 10 000,Mondiale,,,,,,2,Bassa
169464,Deficit primario di CD59,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=169464,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
99,"Atassia cerebellare, autosomica dominante",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=99,Categoria,Gruppo di malattie,1-9 / 100 000,Mondiale,,,,,,3,Media
116,Sindrome di Beckwith-Wiedemann,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=116,Sindrome malformativa,Malattia,1-9 / 100 000,Europa,,,,,,3,Media
87,Sindrome di Apert,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=87,Sindrome malformativa,Malattia,Sconosciuto,Europa,,,,,,0,Bassa
97,Atassia parossistica familiare,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=97,Malattia,Malattia,1-9 / 1 000 000,United States,,,,,,4,Media
313,Ittiosi lamellare,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=313,Malattia,Malattia,1-9 / 1 000 000,Europa,,,,,,4,Media
169799,Emofilia B lieve,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=169799,Sottotipo clinico,Sottotipo della malattia,1-9 / 1 000 000,Europa,,,,,,4,Media
169796,Emofilia B moderatamente grave,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=169796,Sottotipo clinico,Sottotipo della malattia,1-9 / 1 000 000,Europa,,,,,,4,Media
169793,Emofilia B grave,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=169793,Sottotipo clinico,Sottotipo della malattia,1-9 / 1 000 000,Europa,,,,,,4,Media
1000,Albinismo oculare - sordità neurosensoriale ad esordio tardivo,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=1000,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
999,Fenotipo ermellino,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=999,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
171430,Miopatia nemalinica congenita grave,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=171430,Malattia,Malattia,<1 / 1 000 000,Europa,,,,,,5,Alta
171433,Miopatia nemalinica di grado intermedio,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=171433,Malattia,Malattia,<1 / 1 000 000,Europa,,,,,,5,Alta
171436,Miopatia nemalinica tipica,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=171436,Malattia,Malattia,1-9 / 100 000,Europa,,,,,,3,Media
171439,Miopatia nemalinica a esordio infantile,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=171439,Malattia,Malattia,<1 / 1 000 000,Europa,,,,,,5,Alta
55,Albinismo oculocutaneo,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=55,Gruppo di fenomi,Gruppo di malattie,1-9 / 100 000,Mondiale,,,,,,3,Media
171442,Miopatia nemalinica a esordio nell'età adulta,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=171442,Malattia,Malattia,<1 / 1 000 000,Europa,,,,,,5,Alta
171607,"Paraplegia spastica legata all'X, tipo 34",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=171607,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
2771,Sindrome di Bruck,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=2771,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
171612,"Paraplegia spastica autosomica dominante, tipo 37",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=171612,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
171617,Paraplegia spastica autosomica dominante tipo 38,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=171617,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
1349,"Cardiomiopatia - perdita di udito, a trasmissione materna",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=1349,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
171622,"Paraplegia spastica autosomica recessiva, tipo 32",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=171622,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
171629,"Paraplegia spastica autosomica recessiva, tipo 35",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=171629,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
861,Sindrome di Treacher-Collins,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=861,Sindrome malformativa,Malattia,1-9 / 1 000 000,France,,,,,,4,Media
308,Epilessia mioclonica progressiva tipo 1,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=308,Malattia,Malattia,1-9 / 100 000,Finland,,,,,,3,Media
1991,Schisi labiale con o senza schisi palatina,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=1991,Gruppo di fenomi,Gruppo di malattie,6-9 / 10 000,Mondiale,,,,,,1,Bassa
199,Sindrome di Cornelia de Lange,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=199,Sindrome malformativa,Malattia,1-9 / 100 000,Europa,,,,,,3,Media
2162,Oloprosencefalia,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=2162,Sindrome malformativa,Malattia,1-5 / 10 000,Europa,,,,,,2,Bassa
930,Acalasia idiopatica,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=930,Malattia,Malattia,1-9 / 1 000 000,Europa,,,,,,4,Media
998,Albinismo - sordità,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=998,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
1727,Sindrome da duplicazione 22q11.2,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=1727,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
169079,Deficit di Cernunnos-XLF,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=169079,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
1716,Duplicazione 18q distale,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=1716,Sindrome malformativa,Malattia,1-9 / 1 000 000,Mondiale,,,,,,4,Media
1715,Trisomia 18p,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=1715,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
3380,Trisomia 18,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=3380,Sindrome malformativa,Malattia,1-5 / 10 000,Mondiale,,,,,,2,Bassa
168984,Sindrome CLAPO,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=168984,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
168999,Melanoma maligno della mucosa,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=168999,Malattia,Malattia,1-9 / 1 000 000,Europa,,,,,,4,Media
3378,Trisomia 13,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=3378,Sindrome malformativa,Malattia,1-9 / 100 000,Europa,,,,,,3,Media
169100,Immunodeficienza da deficit di CD25,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=169100,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
169105,Sindrome di Good,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=169105,Malattia,Malattia,1-9 / 100 000,Mondiale,,,,,,3,Media
169090,Immunodeficienza combinata da disfunzione del canale CRAC,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=169090,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
236,Trisomia 9p,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=236,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
169095,Disgenesia timica cistica alinfoide,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=169095,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
169085,Suscettibilità alle infezioni respiratorie associata alla mutazione della catena di CD8alfa,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=169085,Malattia,Malattia,<1 / 1 000 000,Europa,,,,,,5,Alta
168829,Carcinoma peritoneale primitivo,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=168829,Malattia,Malattia,Sconosciuto,Mondiale,,,,,,0,Bassa
168816,Mesotelioma cistico peritoneale,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=168816,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
753,"Alterato sviluppo sessuale 46,XY da deficit di 5-alfa-reduttasi 2",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=753,Malattia,Malattia,Sconosciuto,Mondiale,,,,,,0,Bassa
868,Deficit di trioso fosfato-isomerasi,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=868,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
168811,Mesotelioma peritoneale maligno,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=168811,Malattia,Malattia,1-9 / 1 000 000,France,,,,,,4,Media
218,Malattia di Darier,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=218,Malattia,Malattia,1-9 / 100 000,United Kingdom,,,,,,3,Media
168796,"Sindrome cuore-mano, tipo sloveno",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=168796,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
1465,Sindrome di Coffin-Siris,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=1465,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
168782,Disturbo disintegrativo dell'infanzia,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=168782,Malattia,Malattia,1-9 / 100 000,Europa,,,,,,3,Media
1642,Delezione 9p distale,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=1642,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
